BikeAge,BikeAlcDrg,BikeInjury,BikeRace,BikeSex,SpeedLimit
83,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
43,No,C: Possible Injury,White,Female,40 - 45  MPH
15,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
21,No,B: Suspected Minor Injury,Black,Male,Unknown
47,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
35,No,C: Possible Injury,White,Male,30 - 35  MPH
7,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
39,No,C: Possible Injury,Black,Male,20 - 25  MPH
8,No,C: Possible Injury,Black,Female,30 - 35  MPH
21,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
62,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
29,No,C: Possible Injury,Other,Male,50 - 55  MPH
51,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
20,No,C: Possible Injury,Black,Male,20 - 25  MPH
48,No,C: Possible Injury,Black,Female,30 - 35  MPH
17,No,C: Possible Injury,White,Male,40 - 45  MPH
30,No,C: Possible Injury,Black,Male,30 - 35  MPH
20,No,C: Possible Injury,Hispanic,Male,20 - 25  MPH
45,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
18,No,C: Possible Injury,Black,Male,50 - 55  MPH
18,No,O: No Injury,White,Male,5 - 15 MPH
8,No,C: Possible Injury,Black,Male,5 - 15 MPH
46,No,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
21,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
4,No,C: Possible Injury,Black,Female,20 - 25  MPH
21,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
39,No,O: No Injury,White,Male,20 - 25  MPH
64,"Yes-Alcohol and Drugs, impairment detected",C: Possible Injury,Black,Male,50 - 55  MPH
35,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
20,No,C: Possible Injury,Black,Male,5 - 15 MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
19,No,C: Possible Injury,White,Male,20 - 25  MPH
51,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
40,No,C: Possible Injury,Black,Male,50 - 55  MPH
47,No,C: Possible Injury,Black,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
46,Unknown,K: Killed,Black,Male,40 - 45  MPH
91,No,C: Possible Injury,White,Female,Unknown
64,"Yes-Alcohol, impairment detected",B: Suspected Minor Injury,Black,Male,50 - 55  MPH
18,No,C: Possible Injury,Black,Male,5 - 15 MPH
34,Unknown,O: No Injury,Black,Male,20 - 25  MPH
7,No,C: Possible Injury,Black,Male,30 - 35  MPH
23,No,C: Possible Injury,Black,Female,30 - 35  MPH
28,No,O: No Injury,White,Male,40 - 45  MPH
58,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
29,No,B: Suspected Minor Injury,White,Male,Unknown
36,No,K: Killed,White,Male,30 - 35  MPH
61,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
8,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
14,No,C: Possible Injury,Black,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
45,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
47,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
31,No,C: Possible Injury,Black,Male,Unknown
15,No,C: Possible Injury,Black,Male,5 - 15 MPH
33,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
21,No,C: Possible Injury,Black,Male,5 - 15 MPH
56,No,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
17,No,C: Possible Injury,White,Male,5 - 15 MPH
48,No,C: Possible Injury,White,Male,30 - 35  MPH
13,Unknown,C: Possible Injury,White,Male,20 - 25  MPH
51,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
22,No,C: Possible Injury,Black,Male,30 - 35  MPH
24,No,C: Possible Injury,White,Male,30 - 35  MPH
20,Unknown,B: Suspected Minor Injury,Black,Female,40 - 45  MPH
30,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
65,No,C: Possible Injury,White,Male,40 - 45  MPH
57,No,C: Possible Injury,Black,Female,20 - 25  MPH
30,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
53,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
22,No,C: Possible Injury,White,Male,30 - 35  MPH
48,No,C: Possible Injury,Black,Male,20 - 25  MPH
29,No,C: Possible Injury,White,Male,40 - 45  MPH
28,No,C: Possible Injury,White,Male,30 - 35  MPH
26,No,C: Possible Injury,White,Female,20 - 25  MPH
49,No,C: Possible Injury,White,Male,30 - 35  MPH
44,No,C: Possible Injury,Black,Male,Unknown
66,"Yes-Alcohol and Drugs, impairment suspected",O: No Injury,Black,Male,40 - 45  MPH
17,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
26,No,C: Possible Injury,White,Male,20 - 25  MPH
51,No,C: Possible Injury,White,Male,Unknown
62,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
56,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
62,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
48,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
29,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
53,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
18,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
43,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
23,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
47,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
54,No,B: Suspected Minor Injury,Other,Male,50 - 55  MPH
58,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
9,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
25,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
59,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
34,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
58,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
58,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
26,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
19,No,B: Suspected Minor Injury,Other,Male,40 - 45  MPH
52,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
14,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
54,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
49,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
999,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
76,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
33,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
45,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
36,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
22,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
22,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
23,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
56,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
16,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
50,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
47,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
59,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
48,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
10,No,B: Suspected Minor Injury,Black,Male,Unknown
32,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
21,No,B: Suspected Minor Injury,Other,Male,5 - 15 MPH
27,No,B: Suspected Minor Injury,Native American,Male,50 - 55  MPH
21,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
70,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
999,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
14,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
22,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
61,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
18,No,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
14,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
14,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
21,Unknown,B: Suspected Minor Injury,White,Female,Unknown
20,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
27,No,B: Suspected Minor Injury,White,Female,5 - 15 MPH
54,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
59,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
53,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
58,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
45,No,C: Possible Injury,White,Male,30 - 35  MPH
64,No,K: Killed,White,Male,30 - 35  MPH
999,No,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
24,No,C: Possible Injury,Black,Female,30 - 35  MPH
68,Unknown,C: Possible Injury,Black,Male,40 - 45  MPH
35,No,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
46,No,C: Possible Injury,White,Male,50 - 55  MPH
30,No,C: Possible Injury,White,Male,5 - 15 MPH
5,No,C: Possible Injury,Black,Female,5 - 15 MPH
8,No,O: No Injury,Black,Male,30 - 35  MPH
62,No,C: Possible Injury,White,Male,40 - 45  MPH
20,No,C: Possible Injury,Other,Female,30 - 35  MPH
13,No,C: Possible Injury,Black,Male,30 - 35  MPH
37,No,C: Possible Injury,White,Male,Unknown
15,No,C: Possible Injury,Other,Male,40 - 45  MPH
60,No,C: Possible Injury,Black,Female,20 - 25  MPH
58,"Yes-Alcohol, impairment detected",C: Possible Injury,Black,Male,40 - 45  MPH
15,No,O: No Injury,White,Male,20 - 25  MPH
65,No,C: Possible Injury,Black,Male,30 - 35  MPH
17,No,O: No Injury,Other,Male,30 - 35  MPH
37,No,C: Possible Injury,White,Male,30 - 35  MPH
15,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
34,No,C: Possible Injury,White,Male,30 - 35  MPH
19,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
21,No,C: Possible Injury,White,Male,30 - 35  MPH
29,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
25,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,No,C: Possible Injury,White,Male,5 - 15 MPH
23,"Yes-Alcohol, impairment detected",C: Possible Injury,White,Male,20 - 25  MPH
22,No,C: Possible Injury,White,Female,30 - 35  MPH
18,No,O: No Injury,Black,Male,30 - 35  MPH
19,No,C: Possible Injury,Black,Female,40 - 45  MPH
29,No,C: Possible Injury,White,Male,20 - 25  MPH
18,No,C: Possible Injury,White,Male,50 - 55  MPH
8,No,Unknown Injury,Hispanic,Male,20 - 25  MPH
38,No,C: Possible Injury,White,Male,30 - 35  MPH
65,No,O: No Injury,White,Male,30 - 35  MPH
15,No,C: Possible Injury,White,Male,20 - 25  MPH
31,No,O: No Injury,White,Male,30 - 35  MPH
19,No,O: No Injury,White,Male,20 - 25  MPH
8,No,C: Possible Injury,Black,Male,30 - 35  MPH
20,No,O: No Injury,Black,Male,30 - 35  MPH
63,"Yes-Alcohol, impairment suspected",Unknown Injury,Black,Male,Unknown
62,No,C: Possible Injury,White,Female,50 - 55  MPH
29,No,O: No Injury,White,Male,5 - 15 MPH
20,No,C: Possible Injury,White,Female,30 - 35  MPH
26,No,C: Possible Injury,White,Female,20 - 25  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
29,No,C: Possible Injury,Black,Male,40 - 45  MPH
56,No,C: Possible Injury,White,Male,30 - 35  MPH
47,No,C: Possible Injury,White,Male,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
11,No,C: Possible Injury,White,Male,40 - 45  MPH
20,No,C: Possible Injury,Black,Male,5 - 15 MPH
55,No,C: Possible Injury,Native American,Male,30 - 35  MPH
1,Unknown,C: Possible Injury,Black,Male,5 - 15 MPH
19,No,O: No Injury,Black,Male,30 - 35  MPH
54,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,40 - 45  MPH
17,No,O: No Injury,Black,Male,30 - 35  MPH
15,Missing,Unknown Injury,Unknown/Missing,Male,30 - 35  MPH
8,No,C: Possible Injury,Black,Male,20 - 25  MPH
55,No,C: Possible Injury,White,Male,40 - 45  MPH
65,No,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
15,No,C: Possible Injury,White,Male,30 - 35  MPH
10,No,Unknown Injury,White,Male,20 - 25  MPH
999,Unknown,Unknown Injury,Unknown/Missing,Unknown,50 - 55  MPH
62,No,C: Possible Injury,White,Male,30 - 35  MPH
48,No,C: Possible Injury,White,Male,20 - 25  MPH
49,"Yes-Alcohol, impairment detected",A: Suspected Serious Injury,White,Male,50 - 55  MPH
55,No,C: Possible Injury,Black,Male,30 - 35  MPH
23,No,C: Possible Injury,White,Male,30 - 35  MPH
55,No,A: Suspected Serious Injury,Black,Male,50 - 55  MPH
19,No,O: No Injury,White,Male,30 - 35  MPH
27,No,O: No Injury,White,Male,20 - 25  MPH
45,No,Unknown Injury,White,Male,30 - 35  MPH
40,No,C: Possible Injury,Black,Male,30 - 35  MPH
10,No,C: Possible Injury,Black,Female,5 - 15 MPH
33,No,O: No Injury,White,Male,30 - 35  MPH
55,No,C: Possible Injury,White,Male,40 - 45  MPH
15,No,C: Possible Injury,White,Male,30 - 35  MPH
53,No,C: Possible Injury,Black,Male,30 - 35  MPH
27,No,O: No Injury,Unknown/Missing,Unknown,20 - 25  MPH
47,No,C: Possible Injury,Black,Male,30 - 35  MPH
49,No,C: Possible Injury,Black,Male,40 - 45  MPH
16,No,A: Suspected Serious Injury,Black,Male,20 - 25  MPH
52,Unknown,C: Possible Injury,White,Female,30 - 35  MPH
42,No,C: Possible Injury,White,Male,20 - 25  MPH
35,"Yes-Alcohol, impairment suspected",C: Possible Injury,White,Male,30 - 35  MPH
15,No,O: No Injury,Black,Male,Unknown
20,No,C: Possible Injury,Black,Male,40 - 45  MPH
29,No,O: No Injury,White,Female,30 - 35  MPH
10,No,C: Possible Injury,Black,Male,30 - 35  MPH
55,No,O: No Injury,White,Male,30 - 35  MPH
41,No,C: Possible Injury,White,Male,30 - 35  MPH
61,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
15,No,Unknown Injury,Unknown/Missing,Male,30 - 35  MPH
27,No,C: Possible Injury,White,Male,Unknown
37,No,O: No Injury,Other,Male,Unknown
18,No,C: Possible Injury,White,Male,30 - 35  MPH
77,No,C: Possible Injury,Black,Male,20 - 25  MPH
88,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
58,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
16,Missing,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
21,No,C: Possible Injury,White,Male,30 - 35  MPH
68,No,C: Possible Injury,White,Male,20 - 25  MPH
75,No,A: Suspected Serious Injury,White,Female,30 - 35  MPH
14,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
51,Missing,B: Suspected Minor Injury,White,Male,30 - 35  MPH
27,No,C: Possible Injury,White,Male,50 - 55  MPH
47,Missing,B: Suspected Minor Injury,White,Female,20 - 25  MPH
42,Missing,B: Suspected Minor Injury,White,Male,20 - 25  MPH
12,No,C: Possible Injury,White,Male,20 - 25  MPH
30,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
44,No,O: No Injury,White,Male,40 - 45  MPH
57,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
10,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
56,"Yes-Alcohol, impairment suspected",K: Killed,Black,Male,50 - 55  MPH
59,Missing,B: Suspected Minor Injury,White,Male,30 - 35  MPH
33,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
37,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
73,No,C: Possible Injury,White,Male,5 - 15 MPH
18,Missing,C: Possible Injury,Black,Male,20 - 25  MPH
25,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
60,No,C: Possible Injury,Black,Male,5 - 15 MPH
67,No,C: Possible Injury,White,Female,20 - 25  MPH
53,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
49,No,C: Possible Injury,White,Male,40 - 45  MPH
52,No,C: Possible Injury,White,Male,30 - 35  MPH
61,No,C: Possible Injury,Black,Male,40 - 45  MPH
48,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
32,No,C: Possible Injury,White,Male,5 - 15 MPH
59,No,C: Possible Injury,White,Male,30 - 35  MPH
57,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
23,No,O: No Injury,Black,Male,20 - 25  MPH
7,No,C: Possible Injury,Black,Female,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
19,No,C: Possible Injury,Black,Female,20 - 25  MPH
59,No,C: Possible Injury,Black,Male,20 - 25  MPH
55,No,O: No Injury,White,Male,40 - 45  MPH
22,No,C: Possible Injury,Hispanic,Female,30 - 35  MPH
21,Missing,C: Possible Injury,Hispanic,Male,30 - 35  MPH
19,No,C: Possible Injury,Black,Male,30 - 35  MPH
53,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
24,No,C: Possible Injury,Black,Female,Unknown
33,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
25,No,C: Possible Injury,White,Male,30 - 35  MPH
28,No,C: Possible Injury,Black,Male,50 - 55  MPH
30,Missing,C: Possible Injury,White,Male,30 - 35  MPH
61,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
36,No,C: Possible Injury,White,Male,30 - 35  MPH
53,Missing,C: Possible Injury,Black,Male,30 - 35  MPH
62,No,C: Possible Injury,White,Male,40 - 45  MPH
41,No,Unknown Injury,Black,Male,40 - 45  MPH
16,Missing,B: Suspected Minor Injury,White,Male,30 - 35  MPH
31,No,C: Possible Injury,White,Male,50 - 55  MPH
15,No,C: Possible Injury,Asian,Male,30 - 35  MPH
32,Missing,O: No Injury,White,Male,30 - 35  MPH
70,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
63,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
11,No,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
15,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
44,Missing,C: Possible Injury,Black,Male,20 - 25  MPH
33,No,C: Possible Injury,White,Male,30 - 35  MPH
30,No,B: Suspected Minor Injury,Other,Male,40 - 45  MPH
6,No,C: Possible Injury,Hispanic,Male,20 - 25  MPH
15,No,B: Suspected Minor Injury,Black,Female,40 - 45  MPH
56,No,O: No Injury,Black,Male,30 - 35  MPH
64,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
38,Unknown,K: Killed,White,Male,50 - 55  MPH
31,No,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
27,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
53,Missing,C: Possible Injury,White,Male,30 - 35  MPH
38,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
40,Missing,K: Killed,White,Male,30 - 35  MPH
62,No,O: No Injury,Black,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,Hispanic,Female,20 - 25  MPH
56,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
54,.,C: Possible Injury,Black,Male,30 - 35  MPH
20,.,C: Possible Injury,White,Male,40 - 45  MPH
13,.,A: Suspected Serious Injury,Black,Female,30 - 35  MPH
12,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
6,.,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
29,.,C: Possible Injury,Black,Male,30 - 35  MPH
46,.,O: No Injury,Black,Male,5 - 15 MPH
44,.,C: Possible Injury,Black,Male,5 - 15 MPH
26,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
70+,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
18,.,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
42,.,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
47,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
11,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
25,.,C: Possible Injury,Black,Male,20 - 25  MPH
66,.,C: Possible Injury,White,Male,40 - 45  MPH
26,.,C: Possible Injury,Black,Male,5 - 15 MPH
56,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
42,.,C: Possible Injury,Black,Male,30 - 35  MPH
11,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
22,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
50,.,C: Possible Injury,White,Male,50 - 55  MPH
50,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
35,.,C: Possible Injury,Black,Female,30 - 35  MPH
49,.,C: Possible Injury,White,Female,30 - 35  MPH
7,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
56,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,.,C: Possible Injury,Black,Male,20 - 25  MPH
51,.,C: Possible Injury,Black,Male,40 - 45  MPH
59,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
41,.,C: Possible Injury,Black,Female,20 - 25  MPH
47,.,C: Possible Injury,Black,Male,30 - 35  MPH
16,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
61,.,C: Possible Injury,Black,Male,Unknown
14,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
27,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
47,.,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
12,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
53,.,O: No Injury,White,Male,30 - 35  MPH
30,.,C: Possible Injury,Black,Male,20 - 25  MPH
70+,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
18,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
12,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
23,.,C: Possible Injury,Black,Female,30 - 35  MPH
13,.,C: Possible Injury,White,Male,30 - 35  MPH
45,.,B: Suspected Minor Injury,White,Male,5 - 15 MPH
55,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
14,.,C: Possible Injury,White,Female,40 - 45  MPH
28,.,C: Possible Injury,White,Male,Unknown
46,.,C: Possible Injury,White,Male,Unknown
61,.,B: Suspected Minor Injury,White,Female,40 - 45  MPH
61,.,B: Suspected Minor Injury,White,Male,5 - 15 MPH
29,.,C: Possible Injury,Unknown/Missing,Male,5 - 15 MPH
16,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
53,.,B: Suspected Minor Injury,White,Female,40 - 45  MPH
42,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
28,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
35,.,B: Suspected Minor Injury,White,Female,20 - 25  MPH
36,.,B: Suspected Minor Injury,White,Female,50 - 55  MPH
29,.,B: Suspected Minor Injury,White,Female,40 - 45  MPH
11,.,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
13,.,C: Possible Injury,Black,Male,30 - 35  MPH
19,.,B: Suspected Minor Injury,White,Male,Unknown
17,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
16,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
13,.,A: Suspected Serious Injury,Black,Male,20 - 25  MPH
25,.,C: Possible Injury,White,Male,20 - 25  MPH
13,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
67,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
32,.,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
18,.,A: Suspected Serious Injury,White,Male,40 - 45  MPH
45,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
11,.,B: Suspected Minor Injury,White,Male,Unknown
25,.,B: Suspected Minor Injury,White,Female,20 - 25  MPH
20,.,O: No Injury,White,Male,30 - 35  MPH
42,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
46,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
55,.,K: Killed,White,Male,50 - 55  MPH
67,.,C: Possible Injury,White,Male,30 - 35  MPH
20,.,C: Possible Injury,White,Male,20 - 25  MPH
35,.,C: Possible Injury,Black,Male,40 - 45  MPH
47,.,C: Possible Injury,Black,Male,30 - 35  MPH
45,.,K: Killed,White,Male,40 - 45  MPH
27,.,C: Possible Injury,Black,Male,30 - 35  MPH
32,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,.,C: Possible Injury,Hispanic,Male,30 - 35  MPH
51,.,C: Possible Injury,Black,Male,50 - 55  MPH
13,.,C: Possible Injury,Hispanic,Male,30 - 35  MPH
6,.,B: Suspected Minor Injury,Hispanic,Male,5 - 15 MPH
21,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
50,.,C: Possible Injury,White,Male,30 - 35  MPH
45,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
53,.,C: Possible Injury,White,Male,40 - 45  MPH
14,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
25,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
42,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
46,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
12,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
29,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
30,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
39,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
10,.,O: No Injury,Other,Male,50 - 55  MPH
16,.,C: Possible Injury,White,Male,20 - 25  MPH
15,.,C: Possible Injury,Unknown/Missing,Male,30 - 35  MPH
35,.,B: Suspected Minor Injury,White,Female,40 - 45  MPH
19,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
35,.,C: Possible Injury,White,Male,50 - 55  MPH
16,.,A: Suspected Serious Injury,White,Male,50 - 55  MPH
20,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
46,.,C: Possible Injury,Black,Male,40 - 45  MPH
25,.,C: Possible Injury,Black,Male,30 - 35  MPH
16,.,K: Killed,White,Male,50 - 55  MPH
66,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
52,.,A: Suspected Serious Injury,White,Female,30 - 35  MPH
43,.,B: Suspected Minor Injury,White,Female,Unknown
40,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
39,No,C: Possible Injury,Hispanic,Female,30 - 35  MPH
14,No,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
17,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
30,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
